author,updated_at,like_count,text,public
@MoTheBlackCat,2024-02-18T00:28:43Z,3,"""oh interesting subject, but i guess it's gonna be a lot of physics talk and stuff i don't know about""... well i was blown away: it's understandable (to a degree) and most of all interesting and exciting! thank you for the video and thank you mr. nakamura! his work improved our lives and will continue to do so more than we would ever know! (well now we know a bit more about it thanks to veribro heh).",True
@anandkachale5187,2024-02-17T21:33:34Z,2,physics explained in so good in the video also the success story of dr nakamura well written,True
@scynrays,2024-02-17T21:12:36Z,2,this video alone increased the nichias stock price by 10 percent 💀,True
@Majickthise,2024-02-17T20:56:44Z,633,"this is, without a doubt, the clearest explanation of the pn-junction i have come across. i will be using this with my classes.",True
@faithblack3851,2024-02-17T20:35:06Z,47,"i've seen the dyson story and the 3d printer story. i have to say this was the most humbling. the fact that scientists are still saying ""it's not possible"" is suprising. i thought all stems understood the only certainty is what we don't know. it's all up for grabs. thanks dr. nakamura for reminding us...and he is still not finished.",True
@AlexeyFilippenkoPlummet,2024-02-17T20:13:44Z,152,"what a treasure, this man is. and this story read better than full-fledged drama, a brilliant documentary. showcases a lot of things about humanity, including how a father can be open to invention and supporting science, while the son is pure greed to a point of spite, of losing his best and most valuable worker and then suing him as well. it's also possibly a story of higher power. if there's a higher power that pushes humanity forward from time to time, it must have spoken through him - he had blue all over him all his life, until he finally created it himself.",True
@klaatubaradanikto6554,2024-02-17T18:26:40Z,7,"i certainly never thought such an esoteric subject could be so *_compelling_* , but it popped up on my suggestions and i gave it a look. i'm glad i did.this is the hind of content that keeps me coming back to youtube. well done!",True
@christianschafer3724,2024-02-17T14:47:47Z,2,"the best explanation of semiconductors that i have ever seen! and a great story, too.",True
@chaoschief,2024-02-17T14:14:28Z,20,"dude, whoever did the visuals for this video is a genious",True
@michaelmuller136,2024-02-17T13:44:44Z,2,"the animation for band gap was very easy to understand, thank you!",True
@krystaljohnson9005,2024-02-17T13:39:48Z,940,"my 12 year old daughter showed me this video last night.  the intent look on her face as she was so excited and interested was brilliant.  thank you dr.shuji nakamura for your dedication to engineering science, creating solutions, and leading by example - as well as to everyone at vertasium, to the graphic designers / motion graphics that put this educational video together and dr.nakamura - you all are inspiring our youth and the next generation.",True
@InCountry6970,2024-02-17T13:13:50Z,20,"in my years i have seen talented, innovative people and their ideas get shot down all because of the wrong reasons. it amazes me that any thing really gets explored, which makes this mans journey that much more remarkable.",True
@kevinyan5360,2024-02-17T11:04:35Z,4,"i first met dr. nakamura in 2017 when he came to my high school in china to make a speech. when the speech ended, i raised my hand to ask him a question about  his experiences with his old company and how he was able to stand up for himself and make the breakthrough when everyone was telling him that he would fail. i was the only student who did some research before he spoke, and he was a huge inspiration on me as i was also facing some choices and problems (but definitely on a lesser scale lol). a year later in 2018 i got into uc santa barbara to study physics, becoming one of the few students in my school to go to the us instead of some schools in canada or australia. every time i thought i couldn't make it through with college stress i go to his website and open his cv, which is over 100 pages long. he is truly one of the greatest scientists in this era and a great inspiration to those who face challenges and have doubt about themselves.",True
@jnwfeng654,2024-02-17T06:39:24Z,16,this video offered the clearest explanation of how a diode works that i've ever come across. it helped me grasp the energy band theory for the first time. nakamura's story is inspiring and gives me confidence to pursue academia. thank you for making this video!,True
@neo-YoutubeStoleMyHandle,2024-02-17T04:57:33Z,3,aaah...the first practical led display was developed at hewlett-packard. love that company by the way for it's awesome calculators! thank you hp!!,True
@tylerslittlecafe1288,2024-02-17T04:38:18Z,7,"saw this video in my recommended a few times before finally watching it today, and i have to say its fantastic! its stories like these that make me hopeful for the future: so much innovation in such a niche field, and yet it has had a profound effect on the world!",True
@Wandering-Oni,2024-02-17T02:48:56Z,3,how far did the research for zinc selenide got to? i'm so happy for nakamura and i loved the video but i'm curious as to why zinc selenide which was thought to be better because of less defects and had way more people working on it lost the race against gallium nitride.,True
@326Alan,2024-02-16T23:35:14Z,3,"take a shot every time he says ""adam"" instead of ""atom"" 😂 but, seriously, super informative video. great stuff!",True
@benoitbataillou3628,2024-02-16T22:24:45Z,264,"i'm flabbergasted. i worked in that field from err 2004 and you managed to explain double flow mocvd and bandgap (and semiconductors) for everyone. on top of a lot of nostalgia (i met shuji a couple times), really congratulations. and shuji is a great human being.",True
@michaelwescott8064,2024-02-16T22:13:48Z,2,imagine winning 8 million dollars only to have it all go to stinking lawers.,True
@josephvanderpool3407,2024-02-16T21:29:29Z,55,"this is my favorite video i've watched in years. thank you to nakamura, to you, and anyone else involved. it was a privilege to watch.",True
@TomBombadill-mx6wv,2024-02-16T20:26:41Z,2,wow that is determination at its finest! he has really changed the world,True
@gerard4703,2024-02-16T18:44:14Z,10,"no words to describe this fantastic video on led's, how they work, the process of making the layers and so on. also my deepest respect for mr. nakamura! such a brilliant mind and man. 😊",True
@danl4222,2024-02-16T18:43:35Z,19,nakamura is such an inspiration. an amazing story. thanks to you veritasium for putting this story together for us. perhaps the best presentation i've ever seen.,True
@Right_Sune,2024-02-16T17:38:53Z,3,4:55 and the next highest is called the concert band.,True
@hinkhall5291,2024-02-16T17:21:03Z,2,"we need more smart people like this nakamura guy, joe rogen and adam carolla.",True
@HuibPiguillet,2024-02-16T17:13:30Z,8,21:50 i love this man already 😃👍,True
@richardbolduc9079,2024-02-16T17:04:42Z,4,"great video! i worked on wide bandgap materials, and it's nice to see the flow of his semiconductor explanation almost identical to what i would use in my own explanations! single atoms -> lattice/spacing -> bandgap -> devices, all within a few minutes, bravo!  and then i was working on a (possible) competitor to gan based devices, so, often my reference materials somehow led back to the same name - s. nakamura. (his name was on almost all of it!) cool to hear his story!",True
@sabith-p.ksachu8358,2024-02-16T16:39:14Z,2,"why red,green and blue? why are they special?  i found myself curious. and the result of my search is that they are the only colours that have a corresponding photoreceptor in our eyes. so it is something about how we perceive light.   damn i thought that light in these specific frequency of visible spectrum is sort of special due to some laws of physics.😅",True
@vikramgupta2326,2024-02-16T16:11:31Z,2,"fascinating. it's great he bucked the system, and not bowing to authority.",True
@davejblair,2024-02-16T15:44:53Z,4,"amazing story of dedication, tenacity and persistence. thank you for researching and telling the story.",True
@Tall_Order,2024-02-16T15:32:41Z,11,"i'll never forget my childhood self, seeing the blue led on the front of my ps2. it felt special because it wasn't common red. then i got a ge alarm clock with blue led numbers. i still use it today. it's soothing, when you're in the dark.",True
@amalknath123,2024-02-16T14:20:54Z,2,the amount of research and effort for making this video is insane. keep up. thank you for the insightful knowledge .,True
@ma.hinder_,2024-02-16T14:17:28Z,9,it is astonishing  how far we have came in technology in just a decade.,True
@Konslufius,2024-02-16T13:42:27Z,2,"what a gold coin of a human beeing. so determend, stubbern (in the good way),and overall seems like a very chill and funny guy.",True
@saheblalshaikh6950,2024-02-16T13:14:13Z,15,this video taught me more about led's and semiconductors and their layers and junctions than my university taught me in first semester ❤🎉 kudos to animators and the beautiful narration ❤,True
@SylveonSimp,2024-02-16T12:38:41Z,12,"stories of people like nakamura find too less media attention. it's a fantastic epic of perserverance, persistence und intellect. humans like him, who don't crumble at encountering the first slight obstacle, move us forward.",True
@netsendjoe,2024-02-16T12:27:11Z,5,"around the mid 90's when i was prolly 13 or so, i was fascinated with electronics. i had one of those home project kits where you could create working experiments by connecting wire through springs that were attached to components. i also disassembled a lot of hardware that was disposed of during junk week and played around to see how things worked.  i began to wonder why led's hadn't progressed into light bulb replacements. and now i understand what was already going on behind the scenes and how led lighting became a thing.",True
@fewtz9446,2024-02-16T11:37:53Z,349,"i have a degree in chemistry and i've never understood wtf the electron hole moving thing was , what a brilliant explanation of semi conductors - once again highlighting how much our lecture system of higher education needs an overhaul.",True
@musakajehovalindo,2024-02-16T10:37:02Z,42,this is one of my favourite videos i've ever watched on youtube.  this should be made into a podcast.,True
@AndreasLesnik,2024-02-16T10:17:56Z,6,"13:02 the crystal shown as gallium nitride at 13:02min is actually an aluminium nitride (aln) crystal. i know this because i have grown this crystal in 2022 by physical vapor transport (pvt) method at the fraunhofer institute for integrated systems and device technology iisb, department materials in germany.",True
@Sgrunterundt,2024-02-16T09:48:36Z,3,"this video was surprisingly good and educational. as a physics phd i didn't expect to learn anything new, but i did.  i was very surprised to find such an accurate description of the physics of semiconductors in a popular science video. that might be worth showing to students.",True
@SwithinFeely,2024-02-16T08:56:59Z,12,genuinely one of the best explanations of energy bands i’ve heard,True
@FRODYeh,2024-02-16T08:15:45Z,19,"such an encouraging story that nakamura-san never gave up when everyone thought blue led was a dead end, even the company was against him too! i am so happy that he left nichia and could continue his research to explore more possibilities in led industry more freely. i can see a problem solver characteristic from nakamura-san that he is so positive and exciting about his work, and always smiling when he's talking about this. btw this video is one of the most clear explanation about p-n junction.",True
@vaclavhanus4833,2024-02-16T07:41:42Z,12,"veritasium keeps great quality of the content. however, this one was exceptional. got so much of useful knowledge for my research as well.",True
@rickstadel5285,2024-02-16T07:12:48Z,6,"what a story -- what a guy! excellent work on the graphics, too! well done all around. thank you.",True
@itstimmytam2292,2024-02-16T07:08:19Z,429,"your explanation on semi-conductors and leds was far more clear and easy to follow then the copious amounts of paper work, videos and tutor explanations provided for my apprenticeship. i always felt i was missing something and it turns out i was right, my training providers missed information and dumbed it down to a point it was harder to understand.  i've come to realize you have a knack for simplifying an explanation without omitting information necessary for basic comprehension, all that is a perfect recipe for nurturing curiosity and our joy to learning more on our own if we so wish to do so.",True
@hankpapritz2240,2024-02-16T07:04:18Z,2,you've done it again. another fascinating story that i can't believe i've never heard before. i love what this channel does.,True
@glenc5185,2024-02-16T06:33:28Z,4,"great story, nakamura's individuality and self-belief are an inspiration.",True
@user-sv6kz3lc2q,2024-02-16T06:19:56Z,2,thanks for providing such struggle & consistency invention of led blue & white $$$,True
@rightturner562,2024-02-16T05:01:37Z,290,the tenacity of dr. nakamura in achieving his goal is awe inspiring.,True
@davec.1045,2024-02-16T03:47:42Z,938,i spent 20 years in the lighting industry before retiring in 2020. this is the best video on leds i have ever seen. the history and explanations are clear and concise. thank you for the presentation and thank you mr. nakamura!,True
@chaosruby9792,2024-02-16T03:40:56Z,2,i use leds with microbits and i'm glad to learn what it stands for at 3:51,True
@nhatmnguyen93,2024-02-16T02:31:01Z,2,18:55 gigabased,True
@marie1450,2024-02-16T02:25:50Z,3,"what a beautiful and in depth story! dr  nakamura seems like such a kind and passionate person, i'm glad he got to fufill his biggest work!",True
@averagejoe3065,2024-02-16T02:24:05Z,2,its amazing that he persevered and was able to create such a simple yet amazing invention and not want anything from it! truly a man dedicated to his work.,True
@vincentchen6186,2024-02-16T02:13:38Z,111,"i saw this video yesterday and it's been on my mind the whole day today. i think this is my favourite youtube video of all time. i couldn't stop watching from the beginning to end, which is amazing for a 34 minute long video. the story telling was perfect; captivating, dramatic, educational, inspirational. it felt like i was watching a movie on a scientist like oppenheimer, in fact i preferred watching this video to watching oppenheimer. it's truly a masterpiece, this video deserves to win some sort of award.",True
@_PoLR,2024-02-16T02:01:52Z,7,what a cool scientist and inventor! thank you nakamura!,True
@chakster,2024-02-16T01:17:46Z,984,"i love how they only revealed nakamuras real life interview at the end. such a humble, cheerful, brilliant man",True
@FGBFGB-vt7tc,2024-02-16T00:11:12Z,11,"what a beautiful video!. i still remember transitioning from my bachelor degree in chemical engineering to a master in material engineering. among the syllabus to be admitted i went to defects in solids which was the hardest of the transitional subjects.  you not only recapped but made intelligible a part of one of the hardest subjects in a master's degree curriculum. not satisfied with that you gave a really interesting story. mr. shinji nakamura (nobel physics 2014) joins mr. sumio iijima from nec (first observer of carbon nanotubes - 1991) and mr. akira fujishima (a key researcher in tio2 photocatalysis and super hydrophilicity) as one of  my favorite researchers in material science in japan.  as someone else said, this is one of the best stem videos i have ever seen.",True
@xabbitz6148,2024-02-15T23:56:22Z,2,sorry babe not tonight i just found a youtube video about why i can’t have blue leds,True
@magiklok,2024-02-15T23:46:57Z,3,geeze. that older ceo should be ashamed of his son for what he did to nakamura and the company,True
@pederslothzuricho7685,2024-02-15T23:41:11Z,4,"i have been wondering about this for over a decade, finally i am satisfied with the answer! thank you!",True
@thompsonschwabbel6622,2024-02-15T22:14:50Z,10,"@4:57 how to explain the phenomenaly complex concept of electricity and conductivity / how it moves energy across matter in less than 10 sec. i find that to be absolutely incredible. i did a apprenticeship as electrician and love to tinker around with diy projects and electronics; yet the ""real"" reason how energy is transfered eluded me by until a minute ago. derek thank you so much for what you do here, you are a bigtime part of the reason why science educational content is so good on yt. you guys are the most important factor  in picking up those who were left behind and move our civilization forward.",True
@josemanoelsantos5457,2024-02-15T22:02:11Z,4,"de tudo quanto já vi na internet, isto foi a coisa que mais fez minha alma vibrar de alegria. nada até hoje havia me dado tanta satisfsção, justamente por ver um cara sem formação acadêmica e desprezado, criar algo que fez o mundo inteiro brilhar mais. todas as vezes em que eu acender agora um led azul, não o chamarei mais de led azul e sim um nakamura. vou contar esta história pra muita gente. ❤.",True
@lowpolycicada,2024-02-15T21:25:08Z,4,one of the best vertasium video ever.,True
@waltergoncalez4813,2024-02-15T21:11:43Z,2,well the problem with si for photonics isn't the bandgap of 1.1ev but the fact that it's an indirect bandgap,True
@Hackerhunter15,2024-02-15T20:59:33Z,17,"this guy is the reason among other things, we got blu-ray. as the blue laser was crucial in maximising data capacity on the disk.",True
@texx8205,2024-02-15T20:24:40Z,13,"thank you, sir. documents like these is what i really miss on youtube, you explanation and covering of blue led history was brilliant.",True
@TucosChild,2024-02-15T20:23:41Z,5,i am a retired chemist with a background in solid state chemistry. this video is very accurate and has high production values.   great story and band theory illustrations.  new subscription as a result 😊,True
@dyllwithtech,2024-02-15T20:03:52Z,5,"i've never seen that much quality put into a video before, thank you for your work! didn't know blue leds were so much of a challenge, felt thrilling to watch the whole process.",True
@AndrePereira99,2024-02-15T19:19:00Z,4,awesome video and explanation! thank you shuji nakamura!,True
@kswagmaster3315,2024-02-15T18:36:12Z,135,it's impressive how one person improved all our lives immensely nakamura is a legend,True
@yeezus7307,2024-02-15T18:29:50Z,6,"literally just learned about semiconductors in my university inorganic chemistry lecture today. you explained everything my professor said but in way better detail. plus, it was entertaining to learn about. especially the pn stuff. great work!",True
@morning_star8230,2024-02-15T17:56:20Z,8,23:45 what a beautiful video but the video timestamp from here is totally goosebumps inducing,True
@spaceexpireaudio666,2024-02-15T17:18:08Z,11,amazing how much we take things for granted without even thinking small things like this were a big deal for actual researchers/developers,True
@robertstark69,2024-02-15T17:05:11Z,41,excellent video. tiny (but essential) flaw @ 9:10: no. silicon doesn't 'shine'. it has an indirect band gap => radiative recombination is (nearly) impossible (i should better say improbable).  the hurdle was not only to synthesize a material with a suitably large band gap. the additional hurdle was that they needed a band gap which allows for direct (thus radiative) charge carrier recombination. this was the big rock which blocked the road and finally made him a noble prize winner.,True
@teongseng,2024-02-15T16:46:07Z,2,this is one of the nicest of your videos! thanks for making them,True
@LennoxOjore,2024-02-15T16:44:03Z,13,best animation/ visualization on solid band theory ever!!!,True
@mhjunky4278,2024-02-15T16:34:22Z,4,his perseverance is legendary,True
@feareclothers,2024-02-15T15:48:28Z,2,the routine nakamura commited to for over a year is amazing.,True
@0xBytes,2024-02-15T15:42:37Z,2,such an inspiration!,True
@gagemason3865,2024-02-15T15:40:41Z,652,"people like nakamura are who we should be holding in the highest regard. in an age of entertainers and influencers, most don’t even know his name.",True
@danieldeak9141,2024-02-15T15:37:23Z,37,i salute nakamura. truly changed the world for the better. with his immovable determination.,True
@tigre873,2024-02-15T15:32:06Z,2,i love you veritasium!!!,True
@devalapar7878,2024-02-15T15:30:11Z,140,we will never forget his name and that is priceless! thank you shuji nakamura!,True
@dreeon0507,2024-02-15T15:09:17Z,3,"i learned a lot from this video and the story of nakamura really inspires me. it just blows my mind now that we're in awe when seeing large buildings, city centers with full of led advertisements and lightings. it's all made possible because of this process and determination. thank you very much veritasium for creating this video!  ps: are those two white pixels intentional? i thought my monitor had bad pixels 😂",True
@mdsahilhassan8452,2024-02-15T15:08:34Z,51,"this is hands down the best video i've watched on youtube in quite some time. i wish i could like it 10 times. thank you for not rushing through the video, providing detailed but simple explanation at every step, and showing dr. nakamura's full journey step by step. unlike the short training montages with motivational music, this shows exactly how much patience, hard-work, courage and perseverance goes into revolutionizing the world. :)",True
@SeagalTembwe,2024-02-15T14:33:48Z,3,great story and thanks for sharing great work. thank you mr nakamura,True
@jay_mick,2024-02-15T13:41:37Z,2,makes my heart happy to see this man's joy. well done sir ❤,True
@ingentico4210,2024-02-15T13:05:40Z,2,his life is complete you can tell by the way he walks so awesome,True
@Excalibar752,2024-02-15T12:35:18Z,20,"man what a personality... so humble, determined. 🙏 great success story. ☺️",True
@godson8559,2024-02-15T12:24:21Z,3,he looks so happy at the end. my man earned his happiness,True
@shapathtandon1804,2024-02-15T09:40:11Z,2,"there was a question in the twelve standard physics, ""why do the holes move faster than the electrons in a semi-conductor?"" it was one of the most difficult principles to grasp and understand as the concept of holes in a semi-conductor meant, there was nothing. how can it move? watching this video reminded me of my high school days, almost 1.5 decades ago.",True
@topherthe11th23,2024-02-15T08:23:47Z,2,"26:05 - did nakamura buy all the nichia stock he could, and tell all of his family and friends to do the same and then make gifts to him? that is one way he could have properly profited from his utter tenacity.",True
@belalugrisi1614,2024-02-15T06:18:06Z,325,"got my first red att led in 1969, as a kid, from my ee dad, hooked it up to my stereo (shouda patented that!). used cree silicon carbide blue leds in 1989 in an indicator panel. they still function today. nakamura is a personal hero. thanks for telling his story!",True
@user-wd5ik2xg9f,2024-02-15T05:57:54Z,2,"pleae make more videos like this. its outstanding and understandable even for the other field audience. make more videos on scientist, their stories, invention and its effects on our daily lives.",True
@lilyaholmes109,2024-02-15T04:57:28Z,2,found my new idol,True
@royalriding1720,2024-02-15T04:45:12Z,2,"that must be a great feeling to see the world and be able to say ""this is because of me"" after everyone doubted you and told you to give up",True
@amedina.mobile,2024-02-15T04:38:23Z,5,"ironically, the only led i hate is the blue, but i at least know now how difficult it was to achieve it. kudos to derek for a very compelling story-telling documentary, very, very good 😃",True
@DirtyDaveDirtyDave,2024-02-15T04:16:54Z,61,the absolute stones on this shuji fella. dude's a fighter fr fr,True
@bro_leo,2024-02-15T03:28:31Z,2,that was amazing. so every white led that shining to us nowadays was came from nakamura's invention.,True
@erwan44150,2024-02-15T03:03:50Z,2,"great and very ""professional"" video (especially when made by one person only.)  a very enthusiastic person. awesome & congrats for the result here! 🎉",True
@russellamaru5175,2024-02-15T01:59:42Z,4,your visuals on how leds work is simply awesome! the very best i've seen for this topic - ever. god bless both you and nakamura. 👌👌👍👍,True
@alexiscalderondominguez2643,2024-02-15T01:32:46Z,6,"this is the first time i really understand the differences between a conductor, an insulator and a semiconductor. thank you very much, your videos and work is as valuable as nakamura's! 😄",True
@TriggerHappy113,2024-02-15T01:31:11Z,32,it feels like such a privilege to have a small baggie of these sitting in a drawer at my desk now. i had no idea of the technological hurdles surpassed when developing this. thank you for sharing this story! truly marvelous.,True
@StrGzr101,2024-02-14T22:59:27Z,3,"great video. i'm old and slow with college chemistry classes in the distant past. i remember laboring over a diagram of the kreb's cycle, trying to grasp the sequencing. suddenly it clicked and the wheel started to turn, one reaction after the other. it made sense because common sense was all it was. when i took my sat a few months later, the kreb's cycle was part of the science test and i aced it because i could picture it. just a wheel rolling. this is what you did for me, mr. veritasium, with your work here. i have a working understanding of leds because of your 30 min diorama. thank you.",True
@mikidkolan,2024-02-14T22:52:44Z,62,"very good and authentic story about nakamura, very inspiring. even better are excellent explanations for pn etc. i learned this 40 yrs ago in technical school, then at the uni level in physics, but nowhere they got even close to what you did here. simplicity at its best, just a bit of patience is needed and actual listening. definitely a lecture for any budding engineer. applause and a big thanks!",True
@mikeroark5570,2024-02-14T22:47:41Z,7,this is one of the best and most informative technical videos i have watched. well done!,True
@MohamedAkaarir,2024-02-14T22:39:10Z,350,"one of the best episode in explaining in depth the technics talking about the pn junction, to the level of a university course in electronics.",True
@el_inferno3,2024-02-14T22:10:34Z,35,"wow, what a video! thanks derek for this amazing piece of documentary.",True
@grandayy,2024-02-14T21:47:15Z,1379,a smart science guy perfecting blue crystal... where have i seen this before?,True
@snaffu1,2024-02-14T21:46:36Z,54,"the joy on his face is infectious! he looks so excited and happy to be working on stuff that he's genuinely passionate about, and i love that! i wish him nothing but the best in his future endeavors, and hope to hear about another one of his breakthroughs in the news someday soon! ganbatte nakamura-san!!",True
@EnglishTurkishExpert,2024-02-14T21:40:57Z,28,one of the best semiconductor explanations i have ever encountered. thank you my friend!....,True
@Dreamcass,2024-02-14T21:26:51Z,3,"i took a lot of chemistry in college, but i don't remember learning anything about energy bands, band gaps, n-type and p-type semi-conductors, etc. you guys did a good job of explaining advanced concepts in an understandable way. great video!",True
@interwebzful,2024-02-14T21:21:22Z,171,that out-of-focus-transition-to-venn-diagram was genius,True
@GroundConnection,2024-02-14T21:09:53Z,11,his amazing invention came to light truly out of the blue,True
@niteman555,2024-02-14T20:49:21Z,3,i've never seen such a good explanation of the conduction and valence bands.,True
@user-nw1ob5cg6j,2024-02-14T20:44:27Z,778,this is by far the best stem video i have ever seen. it condensed in a few minutes a fascinating story and the best explanation on how semiconductor works.,True
@SpJrD,2024-02-14T20:36:16Z,17,"thanks for the story, as a scientist struggling to invent a new product, this story is inspiring to keep going forward👍🏽",True
@HECKAKYH-ADEKBATEH,2024-02-14T20:10:20Z,2,26:44 nope. some company just used his greed to bankrupt patent holder (his excompany) to buy out the patent. another proof to never invent anything in a capitalist country. big brains useless against shark teeth.,True
@jayspenser2316,2024-02-14T19:37:29Z,2,"this is by far the best and finest technology teaching video i've ever seen.  exponentially increasing the success of its communication, it's also by far the most touchingly human.  thank you and well done!!!",True
@DeletiriousAction,2024-02-14T19:20:19Z,3,"what a brilliant man, and still humble.",True
@kryzethx,2024-02-14T18:58:32Z,2,"the explanation of his favorite color was the funniest thing lol. also that remark thanking nichia for ""all their support"" sounds like it's dripping with sarcasm to me lmao",True
@MrVinthk,2024-02-14T18:47:03Z,4,simply amazing and inspiring. great narration and presentation,True
@DenzelRoss,2024-02-14T18:45:13Z,13,one of the best stories i've ever heard. got teary. want to give him a hug. good job guy!❤,True
@darshanpatilv,2024-02-14T17:57:14Z,85,this is by far the best video that i ever seen of yours. this is the type of content that should be there to spread the knowledge and stories of the people who dedicated their life to change the world and to achieve something big,True
@builder1113,2024-02-14T17:45:48Z,193,"this was so absolutely cool derek! from the bottom of my heart, thank you!",True
@MyMK80,2024-02-14T17:23:57Z,7,danke herr shuji nakamura! danke @veritasium für die sehr gute dokumentationen,True
@rommerro17,2024-02-14T17:04:32Z,2,those 2 dead pixels @31:20 made me question my eyesight and then my monitor. luckily it was not on my end @veritasium,True
@Temlock,2024-02-14T16:56:28Z,2,this is an incredible story!  thank you so much for making this and making the story and the science so accessible to us.  amazing job!,True
@mrjonnymac,2024-02-14T16:18:01Z,7,"that was one of the coolest stories that needed to be told. derek, this is a masterpiece.",True
@evanwhite8639,2024-02-14T15:51:15Z,46,"i can't express my gratitude for these videos! i am a high school teacher, in an environment where other youtube stem stars have moved further into ""entertaining""  videos i am so thankful for the history and pure science explanations these videos offer. as for entertaining, the highs and excitement these videos give me are far beyond the others.",True
@rupeshkumarrai9573,2024-02-14T15:41:57Z,2,thanks you sir❤ great video,True
@buIimic,2024-02-14T15:34:07Z,130,admirable. very inspiring. thank god for people like nakamura. he appears to be a very humble person.,True
@joelfox8381,2024-02-14T14:45:44Z,9,"blows my mind that this content is available to the world for free. wow. seriously amazing story, video, explanations, etc.",True
@r0xjo0,2024-02-14T14:33:48Z,14,i teach this in my engineering classes. this is perhaps the best explanation i've seen on this topic on yt.,True
@borjojo,2024-02-14T13:20:29Z,8,"wow! this is such a humbling topic. brought me back to my childhood when i was literally tinkering with electronics and buying bits and bobs to make my little ""inventions."" i'm awestruck with the realization that a humble led had this much history and drama behind it.  thank you so much! it felt like a full-feature film just like oppenheimer.",True
@TheMightyKinkle,2024-02-14T12:52:38Z,48,0:43 that simple shot blew my mind!,True
@LaurieMB,2024-02-14T12:51:10Z,8,fantastic video. love the animated story telling. also makes me think that it makes sense that a lot of futuristic sci fi stuff often features a lot of blue lighting - it was so elusive for so long that it makes sense to use it in futuristic art.,True
@sunethrajawasan5039,2024-02-14T11:22:30Z,167,this was  inspirational! thank you veritasium for this. i had no idea about nakamura or his contribution to lighting tech. the world owes this man a debt of gratitude!!,True
@user-sn3nq1hk5v,2024-02-14T11:04:34Z,10,半導体の動作についての説明が分かりやすくて非常に良い。これを昔学校で習ったときはこのように直感的ではなかった。,True
@autarken,2024-02-14T10:14:34Z,2,"perfect demonstration of capitalism obstructing innovation... capitalism continually tried to stop this invention because it wasn't profitable *yet*, then when it finally succeeded, it exploited the inventor and tried to sue him. capitalism is conservative and opposed to scientific progress.",True
@b4anze,2024-02-14T09:44:11Z,2,thank you for your videos. they are so well produced and interesting! learning a lot and love these personal stories combined with in depth descriptions.,True
@Teelur,2024-02-14T08:54:54Z,5,imagine getting 8 million from a lawsuit and all of it goes to your lawyers. that's ridiculous,True
@giantlabs,2024-02-14T08:41:45Z,4,wow so many topics in this video revived traumatic moments as an ee undergrad. i barely scraped by with not a care in the world about n-p junctions and amplifiers but this story really made me appreciate the efforts of scientists and engineers in the field.,True
@franckorphanos2998,2024-02-14T07:40:00Z,2,"i remember in the early eighties asking a teacher why we weren’t using leds as lighting if they were so efficient. his answer , we haven’t blue yet when we do they will take off .",True
@allankor1116,2024-02-14T07:36:33Z,504,i graduated with ee degree in 1980. in 1978 we learnt about the principle of semi conductor and pn junction. in those days the study materials for these topics were not as well drawn as today's. it was difficult to visualise with those learning aids. if only we could have the kind of illustration in animation like this video it would certainly save many hours of learning process. excellent work for making the presentation of semi conductor so much conducive to learn. thank you for the video.,True
@SebPlaySpaceflight,2024-02-14T07:13:34Z,2,"i cant believe this one man created something that you can see all around you. screens, street lamps, police sirens, your gaming keyboard and pc, all because of this one man. truly amazing work",True
@rf-lr5tl,2024-02-14T06:45:11Z,19,all the explanations about how diode works were so good.,True
@ameyabulakh3394,2024-02-14T05:08:19Z,60,the animation and explanation is too good. one of the best explanations i have ever seen for a semiconductor working,True
@MontegaB,2024-02-14T04:52:13Z,176,"it's awesome that you got to meet nakamura, what an honor! he seems like an amazing person.",True
@williamlewington3223,2024-02-14T03:46:41Z,4,one of your best videos yet. keep up the good work. i like how you really get into the nitty gritty of the science/ engineering.,True
@sero91ls725,2024-02-14T03:45:23Z,2,best 33mins of learning i've seen. great video,True
@bamiwa1,2024-02-14T03:44:39Z,14,"what an inspiring story of human brilliance and perseverance, and such fine storytelling!  it's hard to communicate to folks not in the field of electrical engineering the tremendous significance of this achievement.  i still recall, more than three decades later, exactly where i was (sitting in my basement office, eating a chicken cutlet sandwich for lunch, during my final year of graduate school, studying electrical engineering) when i read the news article in electronic design magazine, announcing the discovery of the blue led.  even back then, we all immediately recognized just how huge that invention would be.  monumental!",True
@Dyson_Cyberdynesystems,2024-02-14T02:34:50Z,7,"quite literally one of the biggest inventions most of us who were born before the late 80s have lived to see facilitate litterly everything we've interacted with never knowing the backstory and for all its impact, feels like a historical footnote. kids today dont understand that practical handheld color displays up until mid 90s simply did not exist. thank you for the veritasium!",True
@thatguythere98,2024-02-14T01:56:13Z,28,where was this video when i was taking solid state devices? i struggled so hard in that class and here he is explaining it so easily!,True
@Phoenixda_man,2024-02-14T01:28:34Z,3,6:22 my brother at 3:00 am be like,True
@ravia.vkumar1080,2024-02-14T01:25:31Z,6,"this is one of your best stories..also, this is indeed the best video on led's out there on yt.. the animations too are simply top class. a must watch for students learning  semiconductor physics or electronics. thank you for this post..",True
@TimPiggott,2024-02-14T01:08:42Z,2,"that was amazing. most of it was way over my head, but understandable and compelling. superb teaching 👌🏻",True
@lauta_c,2024-02-14T00:25:26Z,891,"what a hero... the world needs more people like nakamura. the guy not only was a genius with the will to fight for his ideas, but also seems like a real nice and kind person to be around",True
